contractInfo,id,salary,contractYear,conference,status
2025 UFA,12233,,1,1,nan
2025 UFA,16066,,1,1,nan
2025 UFA,16012,,1,1,nan
2025 UFA,16746,,1,1,nan
2025 UFA,13246,,1,1,nan
2025 UFA,12621,,1,1,nan
2025 UFA,16219,,1,1,nan
2025 UFA,16879,,1,1,nan
2025 UFA,13879,,1,1,nan
2025 UFA,17061,,1,1,nan
2025 UFA,14236,,1,1,nan
2025 UFA,12308,,1,1,nan
2025 UFA,16942,,1,1,nan
2025 UFA,15903,,1,1,nan
2025 UFA,15676,,1,1,nan
2025 UFA,16872,,1,1,nan
2025 UFA,16782,,1,1,nan
2025 UFA,16257,,1,1,nan
2025 UFA,12715,,1,1,nan
2025 UFA,15879,,1,1,nan
2025 UFA,17276,,1,1,nan
2025 UFA,13818,,1,1,nan
2025 UFA,14906,,1,1,nan
2025 UFA,15829,,1,1,nan
2025 UFA,16371,,1,1,nan
2025 UFA,15765,,1,1,nan
2025 UFA,12083,,1,1,nan
2025 UFA,13781,,1,1,nan
2025 UFA,16029,,1,1,nan
2025 UFA,13263,,1,1,nan
2025 UFA,16037,,1,1,nan
2025 UFA,15049,,1,1,nan
2025 UFA,14548,,1,1,nan
2025 UFA,17093,,1,1,nan
2025 UFA,13980,,1,1,nan
2025 UFA,15718,,1,1,nan
2025 UFA,16384,,1,1,nan
2025 UFA,16611,,1,1,nan
2025 UFA,16836,,1,1,nan
2025 UFA,15000,,1,1,nan
2025 UFA,16139,,1,1,nan
2025 UFA,16637,,1,1,nan
2025 UFA,13706,,1,1,nan
2025 UFA,14263,,1,1,nan
2025 UFA,15671,,1,1,nan
2025 UFA,11151,,1,1,nan
2025 UFA,15082,,1,1,nan
2025 UFA,16328,,1,1,nan
2025 UFA,13201,,1,1,nan
2025 UFA,15915,,1,1,nan
2025 UFA,17216,,1,1,nan
2025 UFA,12075,,1,1,nan
2025 UFA,17323,,1,1,nan
2025 UFA,17231,,1,1,nan
2025 UFA,15348,,1,1,nan
2025 UFA,14983,,1,1,nan
2025 UFA,17203,,1,1,nan
2025 UFA,16962,,1,1,nan
2025 UFA,15344,,1,1,nan
2025 UFA,17400,,1,1,nan
2025 UFA,16322,,1,1,nan
2025 UFA,16876,,1,1,nan
2025 UFA,13125,,1,1,nan
2025 UFA,14319,,1,1,nan
2025 UFA,11679,,1,1,nan
2025 UFA,16023,,1,1,nan
2025 UFA,15758,,1,1,nan
2025 UFA,16646,,1,1,nan
2025 UFA,15985,,1,1,nan
2025 UFA,14310,,1,1,nan
2025 UFA,16202,,1,1,nan
2025 UFA,12718,,1,1,nan
2025 UFA,10514,,1,1,nan
2025 UFA,15913,,1,1,nan
2025 UFA,16289,,1,1,nan
2025 UFA,16153,,1,1,nan
2025 UFA,13775,,1,1,nan
2025 UFA,17307,,1,1,nan
2025 UFA,17260,,1,1,nan
2025 UFA,16338,,1,1,nan
2025 UFA,13638,,1,1,nan
2025 UFA,17261,,1,1,nan
2025 UFA,12699,,1,1,nan
2025 UFA,16865,,1,1,nan
2025 UFA,17257,,1,1,nan
2025 UFA,17209,,1,1,nan
2025 UFA,14933,,1,1,nan
2025 UFA,15973,,1,1,nan
2025 UFA,12292,,1,1,nan
2025 UFA,16054,,1,1,nan
2025 UFA,16499,,1,1,nan
2025 UFA,14202,,1,1,nan
2025 UFA,17299,,1,1,nan
2025 UFA,14552,,1,1,nan
2025 UFA,16075,,1,1,nan
2025 UFA,13926,,1,1,nan
2025 UFA,16393,,1,1,nan
2025 UFA,16556,,1,1,nan
2025 UFA,15246,,1,1,nan
2025 UFA,13868,,1,1,nan
2025 UFA,15854,,1,1,nan
2025 UFA,13256,,1,1,nan
2025 UFA,16770,,1,1,nan
2025 UFA,14286,,1,1,nan
2025 UFA,12650,,1,1,nan
2025 UFA,13873,,1,1,nan
2025 UFA,17010,,1,1,nan
2025 UFA,12750,,1,1,nan
2025 UFA,16820,,1,1,nan
2025 UFA,16882,,1,1,nan
2025 UFA,5848,,1,1,nan
2025 UFA,16336,,1,1,nan
2025 UFA,16656,,1,1,nan
2025 UFA,13378,,1,1,nan
2025 UFA,16261,,1,1,nan
2025 UFA,16056,,1,1,nan
2025 UFA,17263,,1,1,nan
2025 UFA,11640,,1,1,nan
2025 UFA,16794,,1,1,nan
2025 UFA,15462,,1,1,nan
2025 UFA,17228,,1,1,nan
2025 UFA,15449,,1,1,nan
2025 UFA,16816,,1,1,nan
2025 UFA,16387,,1,1,nan
2025 UFA,17091,,1,1,nan
2025 UFA,16364,,1,1,nan
2025 UFA,16324,,1,1,nan
2025 UFA,17001,,1,1,nan
2025 UFA,16976,,1,1,nan
2025 UFA,17282,,1,1,nan
2025 UFA,17158,,1,1,nan
2025 UFA,15412,,1,1,nan
2025 UFA,15953,,1,1,nan
2025 UFA,15447,,1,1,nan
2025 UFA,16281,,1,1,nan
2025 UFA,16118,,1,1,nan
2025 UFA,15933,,1,1,nan
2025 UFA,13994,,1,1,nan
2025 UFA,17092,,1,1,nan
2025 UFA,16271,,1,1,nan
2025 UFA,15423,,1,1,nan
2025 UFA,15356,,1,1,nan
2025 UFA,16851,,1,1,nan
2025 UFA,16423,,1,1,nan
2025 UFA,17247,,1,1,nan
2025 UFA,13695,,1,1,nan
2025 UFA,17295,,1,1,nan
2025 UFA,14875,,1,1,nan
2025 UFA,15177,,1,1,nan
2025 UFA,15248,,1,1,nan
2025 UFA,12758,,1,1,nan
2025 UFA,17358,,1,1,nan
2025 UFA,16834,,1,1,nan
2025 UFA,14942,,1,1,nan
2025 UFA,13750,,1,1,nan
2025 UFA,16337,,1,1,nan
2025 UFA,17335,,1,1,nan
2025 UFA,12738,,1,1,nan
2025 UFA,16632,,1,1,nan
2025 UFA,12325,,1,1,nan
2025 UFA,12783,,1,1,nan
2025 UFA,16982,,1,1,nan
2025 UFA,15908,,1,1,nan
2025 UFA,15874,,1,1,nan
2025 UFA,16790,,1,1,nan
2025 UFA,15041,,1,1,nan
2025 UFA,15804,,1,1,nan
2025 UFA,17165,,1,1,nan
2025 UFA,15034,,1,1,nan
2025 UFA,15887,,1,1,nan
2025 UFA,15930,,1,1,nan
2025 UFA,17325,,1,1,nan
2025 UFA,12779,,1,1,nan
2025 UFA,15595,,1,1,nan
2025 UFA,14112,,1,1,nan
2025 UFA,16339,,1,1,nan
2025 UFA,13718,,1,1,nan
2025 UFA,11644,,1,1,nan
2025 UFA,16753,,1,1,nan
2025 UFA,16229,,1,1,nan
2025 UFA,12394,,1,1,nan
2025 UFA,16713,,1,1,nan
2025 UFA,13703,,1,1,nan
2025 UFA,15432,,1,1,nan
2025 UFA,17348,,1,1,nan
2025 UFA,15870,,1,1,nan
2025 UFA,16854,,1,1,nan
2025 UFA,17317,,1,1,nan
2025 UFA,16806,,1,1,nan
2025 UFA,14850,,1,1,nan
2025 UFA,15568,,1,1,nan
2025 UFA,14888,,1,1,nan
2025 UFA,17355,,1,1,nan
2025 UFA,15723,,1,1,nan
2025 UFA,13668,,1,1,nan
2025 UFA,15984,,1,1,nan
2025 UFA,16875,,1,1,nan
2025 UFA,15831,,1,1,nan
2025 UFA,16492,,1,1,nan
2025 UFA,15965,,1,1,nan
2025 UFA,17372,,1,1,nan
2025 UFA,15057,,1,1,nan
2025 UFA,17269,,1,1,nan
2025 UFA,12930,,1,1,nan
2025 UFA,15194,,1,1,nan
2025 UFA,15837,,1,1,nan
2025 UFA,15364,,1,1,nan
2025 UFA,17319,,1,1,nan
2025 UFA,15826,,1,1,nan
2025 UFA,17381,,1,1,nan
2025 UFA,16325,,1,1,nan
2025 UFA,14841,,1,1,nan
2025 UFA,15878,,1,1,nan
2025 UFA,16313,,1,1,nan
2025 UFA,16331,,1,1,nan
2025 UFA,16072,,1,1,nan
2025 UFA,16885,,1,1,nan
2025 UFA,17378,,1,1,nan
2025 UFA,16789,,1,1,nan
2025 UFA,16810,,1,1,nan
2025 UFA,14155,,1,1,nan
2025 UFA,17303,,1,1,nan
2025 UFA,12754,,1,1,nan
2025 UFA,17410,,1,1,locked
2025 UFA,14238,,1,1,nan
2025 UFA,13675,,1,1,nan
2025 UFA,12257,,1,1,nan
2025 UFA,17328,,1,1,nan
2025 UFA,15991,,1,1,nan
2025 UFA,17284,,1,1,nan
2025 UFA,17040,,1,1,nan
2025 UFA,15860,,1,1,nan
2025 UFA,13128,,1,1,nan
2025 UFA,11674,,1,1,nan
2025 UFA,16453,,1,1,nan
2025 UFA,12175,,1,1,nan
2025 UFA,17333,,1,1,nan
2025 UFA,16636,,1,1,nan
2025 UFA,15002,,1,1,nan
2025 UFA,15772,,1,1,nan
2025 UFA,14253,,1,1,nan
2025 UFA,13862,,1,1,nan
2025 UFA,17246,,1,1,nan
2025 UFA,16395,,1,1,nan
2025 UFA,17380,,1,1,nan
2025 UFA,12184,,1,1,nan
2025 UFA,16771,,1,1,nan
2025 UFA,16796,,1,1,nan
2025 UFA,16157,,1,1,nan
2025 UFA,13216,,1,1,nan
2025 UFA,16998,,1,1,nan
2025 UFA,14815,,1,1,nan
2025 UFA,10313,3.20,1,1,locked
2025 UFA,14978,,1,1,nan
2025 UFA,12276,,1,1,nan
2025 UFA,15321,,1,1,nan
2025 UFA,13688,,1,1,nan
2025 UFA,15891,,1,1,nan
2025 UFA,15343,,1,1,nan
2025 UFA,14911,,1,1,nan
2025 UFA,17320,,1,1,nan
2025 UFA,16299,,1,1,nan
2025 UFA,14845,,1,1,nan
2025 UFA,14037,,1,1,nan
2025 UFA,15373,,1,1,nan
2025 UFA,17309,,1,1,nan
2025 UFA,16877,,1,1,nan
2025 UFA,15931,,1,1,nan
2025 UFA,14987,,1,1,nan
2025 UFA,15738,,1,1,nan
2025 UFA,13479,,1,1,nan
2025 UFA,14898,,1,1,nan
2025 UFA,14996,,1,1,nan
2025 UFA,15746,,1,1,nan
2025 UFA,12771,,1,1,nan
2025 UFA,16441,,1,1,nan
2025 UFA,15396,,1,1,nan
2025 UFA,14876,,1,1,nan
2025 UFA,17294,,1,1,nan
2025 UFA,16484,,1,1,nan
2025 UFA,16439,,1,1,nan
2025 UFA,16756,,1,1,nan
2025 UFA,17262,,1,1,nan
2025 UFA,12349,,1,1,nan
2025 UFA,14805,,1,1,nan
2025 UFA,15468,,1,1,nan
2025 UFA,17281,,1,1,nan
2025 UFA,13763,,1,1,nan
2025 UFA,12842,,1,1,nan
2025 UFA,13119,,1,1,nan
2025 UFA,17265,,1,1,nan
2025 UFA,16657,,1,1,nan
2025 UFA,12188,,1,1,nan
2025 UFA,15129,,1,1,nan
2025 UFA,14108,,1,1,nan
2025 UFA,16409,,1,1,nan
2025 UFA,15755,,1,1,nan
2025 UFA,16354,,1,1,nan
2025 UFA,12623,,1,1,nan
2025 UFA,16429,,1,1,nan
2025 UFA,16374,,1,1,nan
2025 UFA,16889,,1,1,nan
2025 UFA,15797,,1,1,nan
2025 UFA,14315,,1,1,nan
2025 UFA,12234,,1,1,nan
2025 UFA,15888,,1,1,nan
2025 UFA,16520,,1,1,nan
2025 UFA,16218,,1,1,nan
2025 UFA,14847,,1,1,nan
2025 UFA,13988,,1,1,nan
2025 UFA,14953,,1,1,nan
2025 UFA,15851,,1,1,nan
2025 UFA,15464,,1,1,nan
2025 UFA,13726,,1,1,nan
2025 UFA,13716,,1,1,nan
2025 UFA,17057,,1,1,nan
2025 UFA,13850,,1,1,nan
2025 UFA,17390,,1,1,nan
2025 UFA,12219,,1,1,nan
2025 UFA,14222,,1,1,nan
2025 UFA,14803,,1,1,nan
2025 UFA,14401,,1,1,nan
2025 UFA,15250,,1,1,nan
2025 UFA,16666,,1,1,nan
2025 UFA,14670,,1,1,nan
2025 UFA,15847,,1,1,nan
2025 UFA,12625,,1,1,nan
2025 UFA,14934,,1,1,nan
2025 UFA,15681,,1,1,nan
2025 UFA,17067,,1,1,nan
2025 UFA,15813,,1,1,nan
2025 UFA,14270,,1,1,nan
2025 UFA,15302,,1,1,nan
2025 UFA,16595,,1,1,nan
2025 UFA,15880,,1,1,nan
2025 UFA,15275,,1,1,nan
2025 UFA,14808,,1,1,nan
2025 UFA,17109,,1,1,nan
2025 UFA,13699,,1,1,nan
2025 UFA,16163,,1,1,nan
2025 UFA,13236,,1,1,nan
2025 UFA,15780,,1,1,nan
2025 UFA,16986,,1,1,nan
2025 UFA,15360,,1,1,nan
2025 UFA,17191,,1,1,nan
2025 UFA,15335,,1,1,nan
2025 UFA,15883,,1,1,nan
2025 UFA,13798,,1,1,nan
2025 UFA,15303,,1,1,nan
2025 UFA,15270,,1,1,nan
2025 UFA,17097,,1,1,nan
2025 UFA,14151,,1,1,nan
2025 UFA,17243,,1,1,nan
2025 UFA,15431,,1,1,nan
2025 UFA,16515,,1,1,nan
2025 UFA,13919,,1,1,nan
2025 UFA,16557,,1,1,nan
2025 UFA,15925,,1,1,nan
2025 UFA,17277,,1,1,nan
2025 UFA,15407,,1,1,nan
2025 UFA,15117,,1,1,nan
2025 UFA,17090,,1,1,nan
2025 UFA,17314,,1,1,nan
2025 UFA,15866,1.90,1,1,locked
2025 UFA,16778,,1,1,nan
2025 UFA,16064,,1,1,nan
2025 UFA,13778,,1,1,nan
2025 UFA,12734,,1,1,nan
2025 UFA,16669,,1,1,nan
2025 UFA,15713,,1,1,nan
2025 UFA,15942,,1,1,nan
2025 UFA,14012,,1,1,nan
2025 UFA,16379,,1,1,nan
2025 UFA,13134,,1,1,nan
2025 UFA,15437,,1,1,nan
2025 UFA,15070,,1,1,nan
2025 UFA,16260,,1,1,nan
2025 UFA,14946,,1,1,nan
2025 UFA,13129,,1,1,nan
2025 UFA,13085,,1,1,nan
2025 UFA,16030,,1,1,nan
2025 UFA,15148,,1,1,nan
2025 UFA,15244,,1,1,nan
2025 UFA,17210,,1,1,nan
2025 UFA,13617,,1,1,nan
2025 UFA,14781,,1,1,nan
2025 UFA,14991,,1,1,nan
2025 UFA,12714,,1,1,nan
2025 UFA,14904,,1,1,nan
2025 UFA,16892,,1,1,nan
2025 UFA,13809,,1,1,nan
2025 UFA,16884,,1,1,nan
2025 UFA,14237,,1,1,nan
2025 UFA,14901,,1,1,nan
2025 UFA,13646,,1,1,nan
2025 UFA,16841,,1,1,nan
2025 UFA,16144,,1,1,nan
2025 UFA,14081,,1,1,nan
2025 UFA,14926,,1,1,nan
2025 UFA,16925,,1,1,nan
2025 UFA,17300,,1,1,nan
2025 UFA,11265,,1,1,nan
2025 UFA,16009,,1,1,nan
2025 UFA,14852,,1,1,nan
2025 UFA,14495,,1,1,nan
2025 UFA,14737,,1,1,nan
2025 UFA,15141,,1,1,nan
2025 UFA,15957,,1,1,nan
2025 UFA,14489,,1,1,nan
2025 UFA,15103,,1,1,nan
2025 UFA,15499,1,1,1,locked
2025 UFA,10789,,1,1,nan
2025 UFA,11010,,1,1,nan
2025 UFA,14962,,1,1,nan
2025 UFA,16416,,1,1,nan
2025 UFA,14652,,1,1,nan
2025 UFA,12271,,1,1,nan
2025 UFA,15397,,1,1,nan
2025 UFA,13347,,1,1,nan
2025 UFA,15935,,1,1,nan
2025 UFA,17384,,1,1,nan
2025 UFA,15730,,1,1,nan
2025 UFA,12978,,1,1,nan
2025 UFA,11239,,1,1,nan
2025 UFA,12151,,1,1,nan
2025 UFA,16599,,1,1,nan
2025 UFA,12751,,1,1,nan
2025 UFA,16732,,1,1,nan
2025 UFA,16373,,1,1,nan
2025 UFA,15429,,1,1,nan
2025 UFA,16979,,1,1,nan
2025 UFA,15419,,1,1,nan
2025 UFA,15381,,1,1,nan
2025 UFA,15782,,1,1,nan
2025 UFA,16173,,1,1,nan
2025 UFA,13942,,1,1,nan
2025 UFA,16349,,1,1,nan
2025 UFA,16922,,1,1,nan
2025 UFA,17351,,1,1,nan
2025 UFA,16956,,1,1,nan
2025 UFA,14062,,1,1,nan
2025 UFA,16833,,1,1,nan
2025 UFA,13273,,1,1,nan
2025 UFA,17298,,1,1,nan
2025 UFA,14878,,1,1,nan
2025 UFA,12828,,1,1,nan
2025 UFA,16444,,1,1,nan
2025 UFA,10457,,1,1,nan
2025 UFA,14337,,1,1,nan
2025 UFA,13430,,1,1,nan
2025 UFA,16776,,1,1,nan
2025 UFA,16156,,1,1,nan
2025 UFA,16531,,1,1,nan
2025 UFA,16025,,1,1,nan
2025 UFA,16874,,1,1,nan
2025 UFA,14964,,1,1,nan
2025 UFA,15406,,1,1,nan
2025 UFA,16235,,1,1,nan
2025 UFA,16154,,1,1,nan
2025 UFA,15812,,1,1,nan
2025 UFA,16340,,1,1,nan
2025 UFA,12923,,1,1,nan
2025 UFA,12976,,1,1,nan
2025 UFA,17245,,1,1,nan
2025 UFA,17199,,1,1,nan
2025 UFA,14837,,1,1,nan
2025 UFA,16744,,1,1,nan
2025 UFA,16318,,1,1,nan
2025 UFA,17211,,1,1,nan
2025 UFA,11281,,1,1,nan
2025 UFA,16019,,1,1,nan
2025 UFA,16784,,1,1,nan
2025 UFA,14113,,1,1,nan
2025 UFA,15943,,1,1,nan
2025 UFA,12764,,1,1,nan
2025 UFA,16928,,1,1,nan
2025 UFA,16800,,1,1,nan
2025 UFA,13204,,1,1,nan
2025 UFA,15823,,1,1,nan
2025 UFA,14543,,1,1,nan
2025 UFA,14716,,1,1,nan
2025 UFA,15719,,1,1,nan
2025 UFA,17221,,1,1,nan
2025 UFA,11872,,1,1,nan
2025 UFA,14891,,1,1,nan
2025 UFA,13715,,1,1,nan
2025 UFA,16587,,1,1,nan
2025 UFA,14558,,1,1,nan
2025 UFA,15720,,1,1,nan
2025 UFA,17226,,1,1,nan
2025 UFA,14821,,1,1,nan
2025 UFA,16043,,1,1,nan
2025 UFA,17213,,1,1,nan
2025 UFA,16341,,1,1,nan
2025 UFA,16886,,1,1,nan
2025 UFA,16326,,1,1,nan
2025 UFA,13771,,1,1,nan
2025 UFA,16413,,1,1,nan
2025 UFA,16458,,1,1,nan
2025 UFA,12476,,1,1,nan
2025 UFA,16352,,1,1,nan
2025 UFA,17190,,1,1,nan
2025 UFA,16000,,1,1,nan
2025 UFA,14905,,1,1,nan
2025 UFA,14087,,1,1,nan
2025 UFA,17283,,1,1,nan
2025 UFA,16306,,1,1,nan
2025 UFA,15271,,1,1,nan
2025 UFA,13914,,1,1,nan
2025 UFA,16058,,1,1,nan
2025 UFA,15564,,1,1,nan
2025 UFA,12481,,1,1,nan
2025 UFA,15800,,1,1,nan
2025 UFA,17000,,1,1,nan
2025 UFA,15956,,1,1,nan
2025 UFA,16727,,1,1,nan
2025 UFA,12287,,1,1,nan
2025 UFA,17286,,1,1,nan
2025 UFA,16761,,1,1,nan
2025 UFA,16425,,1,1,nan
2025 UFA,12589,,1,1,nan
2025 UFA,13414,,1,1,nan
2025 UFA,13622,,1,1,nan
2025 UFA,16007,,1,1,nan
2025 UFA,15441,,1,1,nan
2025 UFA,13963,,1,1,nan
2025 UFA,14849,,1,1,nan
2025 UFA,15565,1.30,1,1,locked
2025 UFA,16608,,1,1,nan
2025 UFA,17301,,1,1,nan
2025 UFA,16807,,1,1,nan
2025 UFA,14266,,1,1,nan
2025 UFA,14944,,1,1,nan
2025 UFA,13755,,1,1,nan
2025 UFA,14083,,1,1,nan
2025 UFA,16151,,1,1,nan
2025 UFA,13228,,1,1,nan
2025 UFA,12677,,1,1,nan
2025 UFA,11387,,1,1,nan
2025 UFA,16710,,1,1,nan
2025 UFA,16290,,1,1,nan
2025 UFA,15983,,1,1,nan
2025 UFA,12742,,1,1,nan
2025 UFA,16311,,1,1,nan
2025 UFA,15693,,1,1,nan
2025 UFA,13684,,1,1,nan
2025 UFA,14966,,1,1,nan
2025 UFA,17095,,1,1,nan
2025 UFA,14370,,1,1,nan
2025 UFA,9853,,1,1,nan
2025 UFA,13731,,1,1,nan
2025 UFA,16180,,1,1,nan
2025 UFA,16017,,1,1,nan
2025 UFA,14118,,1,1,nan
2025 UFA,17350,,1,1,nan
2025 UFA,13680,,1,1,nan
2025 UFA,13691,,1,1,nan
2025 UFA,16183,,1,1,nan
2025 UFA,11382,,1,1,nan
2025 UFA,17188,,1,1,nan
2025 UFA,14919,,1,1,nan
2025 UFA,16285,,1,1,nan
2025 UFA,16485,,1,1,nan
2025 UFA,14420,,1,1,nan
2025 UFA,16059,,1,1,nan
2025 UFA,15734,,1,1,nan
2025 UFA,17193,,1,1,nan
2025 UFA,14551,,1,1,nan
2025 UFA,14121,,1,1,nan
2025 UFA,16366,,1,1,nan
2025 UFA,17287,,1,1,nan
2025 UFA,13226,,1,1,nan
2025 UFA,16740,,1,1,nan
2025 UFA,17194,,1,1,nan
2025 UFA,17289,,1,1,nan
2025 UFA,15899,,1,1,nan
2025 UFA,15016,,1,1,nan
2025 UFA,15277,,1,1,nan
2025 UFA,15811,,1,1,nan
2025 UFA,13229,,1,1,nan
2025 UFA,17297,,1,1,nan
2025 UFA,17329,,1,1,nan
2025 UFA,16964,,1,1,nan
2025 UFA,16758,,1,1,nan
2025 UFA,15918,,1,1,nan
2025 UFA,9861,,1,1,nan
2025 UFA,16456,,1,1,nan
2025 UFA,17398,,1,1,nan
2025 UFA,17117,,1,1,nan
2025 UFA,17342,,1,1,nan
2025 UFA,16715,,1,1,nan
2025 UFA,17341,,1,1,nan
2025 UFA,16533,,1,1,nan
2025 UFA,14859,,1,1,nan
2025 UFA,14060,,1,1,nan
2025 UFA,16815,,1,1,nan
2025 UFA,16764,,1,1,nan
2025 UFA,16198,,1,1,nan
2025 UFA,16780,,1,1,nan
2025 UFA,15451,,1,1,nan
2025 UFA,15262,,1,1,nan
2025 UFA,16721,,1,1,nan
2025 UFA,12796,,1,1,nan
2025 UFA,11327,,1,1,nan
2025 UFA,14858,,1,1,nan
2025 UFA,16919,,1,1,nan
2025 UFA,17373,,1,1,nan
2025 UFA,13288,,1,1,nan
2025 UFA,14894,,1,1,nan
2025 UFA,16957,,1,1,nan
2025 UFA,13702,,1,1,nan
2025 UFA,15989,1,1,1,locked
2025 UFA,17272,,1,1,nan
2025 UFA,16362,,1,1,nan
2025 UFA,12700,,1,1,nan
2025 UFA,15987,,1,1,nan
2025 UFA,15424,,1,1,nan
2025 UFA,15586,,1,1,nan
2025 UFA,16777,,1,1,nan
2025 UFA,14853,,1,1,nan
2025 UFA,16801,,1,1,nan
2025 UFA,14331,,1,1,nan
2025 UFA,16277,,1,1,nan
2025 UFA,16376,,1,1,nan
2025 UFA,16609,,1,1,nan
2025 UFA,14208,,1,1,nan
2025 UFA,16861,,1,1,nan
2025 UFA,17344,,1,1,nan
2025 UFA,15897,,1,1,nan
2025 UFA,17315,,1,1,nan
2025 UFA,14359,,1,1,nan
2025 UFA,14924,,1,1,nan
2025 UFA,15783,,1,1,nan
2025 UFA,13274,,1,1,nan
2025 UFA,9207,,1,1,nan
2025 UFA,16883,,1,1,nan
2025 UFA,14205,,1,1,nan
2025 UFA,17266,,1,1,nan
2025 UFA,15959,,1,1,nan
2025 UFA,15481,,1,1,nan
2025 UFA,14864,,1,1,nan
2025 UFA,14095,,1,1,nan
2025 UFA,16837,,1,1,nan
2025 UFA,13848,,1,1,nan
2025 UFA,16055,,1,1,nan
2025 UFA,16357,,1,1,nan
2025 UFA,15165,,1,1,nan
2025 UFA,16476,,1,1,nan
2025 UFA,17383,,1,1,nan
2025 UFA,16203,,1,1,nan
2025 UFA,11793,,1,1,nan
2025 UFA,12745,,1,1,nan
2025 UFA,16709,,1,1,nan
2025 UFA,15881,,1,1,nan
2025 UFA,16714,,1,1,nan
2025 UFA,16026,,1,1,nan
2025 UFA,12988,,1,1,nan
2025 UFA,10271,,1,1,nan
2025 UFA,15618,,1,1,nan
2025 UFA,16370,,1,1,nan
2025 UFA,17170,,1,1,nan
2025 UFA,16005,,1,1,nan
2025 UFA,14828,,1,1,nan
2025 UFA,15767,,1,1,nan
2025 UFA,16114,,1,1,nan
2025 UFA,13176,,1,1,nan
2025 UFA,15330,,1,1,nan
2025 UFA,16773,,1,1,nan
2025 UFA,16505,,1,1,nan
2025 UFA,13898,,1,1,nan
2025 UFA,15383,,1,1,nan
2025 UFA,9904,,1,1,nan
2025 UFA,17304,,1,1,nan
2025 UFA,12795,,1,1,nan
2025 UFA,17343,,1,1,nan
2025 UFA,11367,,1,1,nan
2025 UFA,16742,,1,1,nan
2025 UFA,16798,,1,1,nan
2025 UFA,14880,,1,1,nan
2025 UFA,13301,,1,1,nan
2025 UFA,12720,,1,1,nan
2025 UFA,14939,,1,1,nan
2025 UFA,10948,,1,1,nan
2025 UFA,14807,,1,1,nan
2025 UFA,13619,,1,1,nan
2025 UFA,16316,,1,1,nan
2025 UFA,15924,,1,1,nan
2025 UFA,12239,,1,1,nan
2025 UFA,17183,,1,1,nan
2025 UFA,14503,,1,1,nan
2025 UFA,17248,,1,1,nan
2025 UFA,13682,,1,1,nan
2025 UFA,15527,,1,1,nan
2025 UFA,17371,,1,1,nan
2025 UFA,16863,,1,1,nan
2025 UFA,15929,,1,1,nan
2025 UFA,12776,,1,1,nan
2025 UFA,17316,,1,1,nan
2025 UFA,17274,,1,1,nan
2025 UFA,13232,,1,1,nan
2025 UFA,16674,,1,1,nan
2025 UFA,13250,,1,1,nan
2025 UFA,17230,,1,1,nan
2025 UFA,14899,,1,1,nan
2025 UFA,15535,,1,1,nan
2025 UFA,17173,,1,1,nan
2025 UFA,17310,,1,1,nan
2025 UFA,17376,,1,1,nan
2025 UFA,14143,,1,1,nan
2025 UFA,16016,,1,1,nan
2025 UFA,15795,,1,1,nan
2025 UFA,17218,,1,1,nan
2025 UFA,13403,,1,1,nan
2025 UFA,15395,,1,1,nan
2025 UFA,13262,,1,1,nan
2025 UFA,17133,,1,1,nan
2025 UFA,17352,,1,1,nan
2025 UFA,15970,,1,1,nan
2025 UFA,17110,,1,1,nan
2025 UFA,14442,,1,1,nan
2025 UFA,16249,,1,1,nan
2025 UFA,17111,,1,1,nan
2025 UFA,16302,,1,1,nan
2025 UFA,14452,,1,1,nan
2025 UFA,15240,,1,1,nan
2025 UFA,16418,,1,1,nan
2025 UFA,11680,,1,1,nan
2025 UFA,17184,1.10,1,1,locked
2025 UFA,17229,,1,1,nan
2025 UFA,17267,,1,1,nan
2025 UFA,17349,,1,1,nan
2025 R/F,13224,1,2,1,locked
2025 UFA,16217,,1,1,nan
2025 UFA,16613,,1,1,nan
2025 UFA,13202,,1,1,nan
2025 UFA,12687,,1,1,nan
2025 UFA,16132,,1,1,nan
2025 UFA,13632,,1,1,nan
2025 UFA,15818,,1,1,nan
2025 UFA,16591,,1,1,nan
2025 UFA,13336,,1,1,nan
2025 UFA,16755,,1,1,nan
2025 UFA,16343,,1,1,nan
2025 UFA,15944,,1,1,nan
2025 UFA,17035,,1,1,nan
2025 UFA,13733,,1,1,nan
2025 UFA,16529,,1,1,nan
2025 UFA,15140,,1,1,nan
2025 UFA,8269,,1,1,nan
2025 UFA,13687,,1,1,nan
2025 UFA,17244,,1,1,nan
2025 UFA,14057,,1,1,nan
2025 UFA,15094,,1,1,nan
2025 UFA,12187,,1,1,nan
2025 UFA,16768,,1,1,nan
2025 UFA,17253,,1,1,nan
2025 UFA,16513,,1,1,nan
2025 UFA,14268,,1,1,nan
2025 UFA,14211,,1,1,nan
2025 UFA,15334,,1,1,nan
2025 UFA,17237,,1,1,nan
2025 UFA,15461,,1,1,nan
2025 UFA,15433,,1,1,nan
2025 UFA,17394,,1,1,nan
2025 UFA,12791,,1,1,nan
2025 UFA,15945,,1,1,nan
2025 UFA,16391,,1,1,nan
2025 UFA,15958,,1,1,nan
2025 UFA,16315,,1,1,nan
2025 UFA,14951,,1,1,nan
2025 UFA,13234,,1,1,nan
2025 UFA,13767,,1,1,nan
2025 UFA,17063,,1,1,nan
2025 UFA,16730,,1,1,nan
2025 UFA,13909,,1,1,nan
