contractYear,contractInfo,id,salary,conference,status
1,2025 UFA,12791,,1,nan
1,2025 UFA,15945,,1,nan
1,2025 UFA,16391,,1,nan
1,2025 UFA,15958,,1,nan
1,2025 UFA,16315,,1,nan
1,2025 UFA,12956,,1,nan
1,2025 UFA,14951,,1,nan
1,2025 UFA,13234,,1,nan
1,2025 UFA,13767,,1,nan
1,2025 UFA,17063,,1,nan
1,2025 UFA,16730,,1,nan
1,2025 UFA,13909,,1,nan
1,2025 UFA,16220,,1,nan
1,2025 UFA,15867,,1,nan
1,2025 UFA,12955,,1,nan
1,2025 UFA,16275,,1,nan
1,2025 UFA,17336,,1,nan
1,2025 UFA,17200,,1,nan
1,2025 UFA,15308,,1,nan
1,2025 UFA,16259,,1,nan
1,2025 UFA,17421,,1,nan
1,2025 UFA,13802,,1,nan
1,2025 UFA,17368,,1,nan
1,2025 UFA,15771,,1,nan
1,2025 UFA,16831,,1,nan
1,2025 UFA,17340,,1,nan
1,2025 UFA,16868,,1,nan
1,2025 UFA,17054,,1,nan
1,2025 UFA,17379,,1,nan
1,2025 UFA,16004,,1,nan
1,2025 UFA,12851,,1,nan
1,2025 UFA,17259,,1,nan
1,2025 UFA,11313,,1,nan
1,2025 UFA,15876,,1,nan
1,2025 UFA,16329,,1,nan
1,2025 UFA,15820,,1,nan
1,2025 UFA,16335,,1,nan
1,2025 UFA,15951,,1,nan
1,2025 UFA,11676,,1,nan
1,2025 UFA,16501,,1,nan
1,2025 UFA,17208,,1,nan
1,2025 UFA,13547,,1,nan
1,2025 UFA,17367,,1,nan
1,2025 UFA,13252,,1,nan
1,2025 UFA,16212,,1,nan
1,2025 UFA,16856,,1,nan
1,2025 UFA,16848,,1,nan
1,2025 UFA,16179,,1,nan
1,2025 UFA,12311,,1,nan
1,2025 UFA,16605,,1,nan
1,2025 UFA,15614,,1,nan
1,2025 UFA,13641,,1,nan
1,2025 UFA,16912,,1,nan
1,2025 UFA,16571,,1,nan
1,2025 UFA,17038,,1,nan
1,2025 UFA,15743,,1,nan
1,2025 UFA,15849,,1,nan
1,2025 UFA,15993,,1,nan
1,2025 UFA,17356,,1,nan
1,2025 UFA,15473,,1,nan
1,2025 UFA,15890,,1,nan
1,2025 UFA,16890,,1,nan
1,2025 UFA,16894,,1,nan
1,2025 UFA,15450,,1,nan
1,2025 UFA,16300,,1,nan
1,2025 UFA,16170,,1,nan
1,2025 UFA,15702,,1,nan
1,2025 UFA,13313,,1,nan
1,2025 UFA,15097,,1,nan
1,2025 UFA,13205,,1,nan
1,2025 UFA,11761,,1,nan
1,2025 UFA,15333,,1,nan
1,2025 UFA,16765,,1,nan
1,2025 UFA,16535,,1,nan
1,2025 UFA,17225,,1,nan
1,2025 UFA,11017,,1,nan
1,2025 UFA,13222,,1,nan
1,2025 UFA,16145,,1,nan
1,2025 UFA,17365,,1,nan
1,2025 UFA,16769,,1,nan
1,2025 UFA,17339,,1,nan
1,2025 UFA,13143,,1,nan
1,2025 UFA,15417,,1,nan
1,2025 UFA,15368,,1,nan
1,2025 UFA,17197,,1,nan
1,2025 UFA,16751,,1,nan
1,2025 UFA,17233,,1,nan
1,2025 UFA,17334,,1,nan
1,2025 UFA,17238,,1,nan
1,2025 UFA,15785,,1,nan
1,2025 UFA,16695,,1,nan
1,2025 UFA,16438,,1,nan
1,2025 UFA,16463,,1,nan
1,2025 UFA,17227,,1,nan
1,2025 UFA,16843,,1,nan
1,2025 UFA,17239,,1,nan
1,2025 UFA,13639,,1,nan
1,2025 UFA,17240,,1,nan
1,2025 UFA,16687,,1,nan
1,2025 UFA,16958,,1,nan
1,2025 UFA,14280,,1,nan
1,2025 UFA,16296,,1,nan
1,2025 UFA,10267,,1,nan
1,2025 UFA,12716,,1,nan
1,2025 UFA,15326,,1,nan
1,2025 UFA,16606,,1,nan
1,2025 UFA,14846,,1,nan
1,2025 UFA,16424,,1,nan
1,2025 UFA,16197,,1,nan
1,2025 UFA,17264,,1,nan
1,2025 UFA,14067,,1,nan
1,2025 UFA,16309,,1,nan
1,2025 UFA,15263,,1,nan
1,2025 UFA,15909,,1,nan
1,2025 UFA,17375,,1,nan
1,2025 UFA,13131,,1,nan
1,2025 UFA,15243,,1,nan
1,2025 UFA,17140,,1,nan
1,2025 UFA,14486,,1,nan
1,2025 UFA,16286,,1,nan
1,2025 UFA,16494,,1,nan
1,2025 UFA,12773,,1,nan
1,2025 UFA,13348,,1,nan
1,2025 UFA,17305,,1,nan
1,2025 UFA,15283,,1,nan
1,2025 UFA,15766,,1,nan
1,2025 UFA,13752,,1,nan
1,2025 UFA,16814,,1,nan
1,2025 UFA,13270,,1,nan
1,2025 UFA,14239,,1,nan
1,2025 UFA,14131,,1,nan
1,2025 UFA,17288,,1,nan
1,2025 UFA,16232,,1,nan
1,2025 UFA,15341,,1,nan
1,2025 UFA,13426,,1,nan
1,2025 UFA,9596,,1,nan
1,2025 UFA,16082,,1,nan
1,2025 UFA,13998,,1,nan
1,2025 UFA,11728,,1,nan
1,2025 UFA,14798,,1,nan
1,2025 UFA,12447,,1,nan
1,2025 UFA,16759,,1,nan
1,2025 UFA,15476,,1,nan
1,2025 UFA,14181,,1,nan
1,2025 UFA,13968,,1,nan
1,2025 UFA,17050,,1,nan
1,2025 UFA,15830,,1,nan
1,2025 UFA,17254,,1,nan
1,2025 UFA,13940,,1,nan
1,2025 UFA,14975,,1,nan
1,2025 UFA,16440,,1,nan
1,2025 UFA,16659,,1,nan
1,2025 UFA,17331,,1,nan
1,2025 UFA,16224,,1,nan
1,2025 UFA,14199,,1,nan
1,2025 ERFA,12772,1.10,1,locked
1,2025 UFA,11390,,1,nan
1,2025 UFA,15937,,1,nan
1,2025 UFA,14938,,1,nan
1,2025 UFA,16553,,1,nan
1,2025 UFA,16873,,1,nan
1,2025 UFA,17100,,1,nan
1,2025 UFA,17409,,1,nan
1,2025 UFA,12736,,1,nan
1,2025 UFA,14028,,1,nan
1,2025 UFA,13785,,1,nan
1,2025 UFA,14722,,1,nan
1,2025 UFA,12291,,1,nan
1,2025 UFA,16737,,1,nan
1,2025 UFA,17275,,1,nan
1,2025 UFA,12756,,1,nan
1,2025 UFA,16250,,1,nan
1,2025 UFA,13777,,1,nan
1,2025 UFA,16359,,1,nan
1,2025 UFA,13797,,1,nan
1,2025 UFA,13913,,1,nan
1,2025 UFA,15456,,1,nan
1,2025 UFA,16828,,1,nan
1,2025 UFA,13745,,1,nan
1,2025 UFA,17291,,1,nan
1,2025 UFA,16532,,1,nan
1,2025 UFA,17279,,1,nan
1,2025 UFA,12361,,1,nan
1,2025 UFA,15414,,1,nan
1,2025 UFA,16443,,1,nan
1,2025 UFA,13365,,1,nan
1,2025 UFA,11840,,1,nan
1,2025 UFA,17412,,1,nan
1,2025 UFA,13929,,1,nan
1,2025 UFA,13939,,1,nan
1,2025 UFA,12691,,1,nan
1,2025 UFA,15521,,1,nan
1,2025 UFA,15898,,1,nan
1,2025 UFA,15916,,1,nan
1,2025 UFA,13148,,1,nan
1,2025 UFA,15453,,1,nan
1,2025 UFA,13265,,1,nan
1,2025 UFA,15807,,1,nan
1,2025 UFA,17389,,1,nan
1,2025 UFA,16077,,1,nan
1,2025 UFA,14902,,1,nan
1,2025 UFA,14929,,1,nan
1,2025 UFA,14873,,1,nan
1,2025 UFA,16750,,1,nan
1,2025 UFA,16975,,1,nan
1,2025 UFA,17206,,1,nan
1,2025 UFA,13709,,1,nan
1,2025 UFA,14209,,1,nan
1,2025 UFA,14555,,1,nan
1,2025 UFA,16138,,1,nan
1,2025 UFA,14254,,1,nan
1,2025 UFA,16436,,1,nan
1,2025 UFA,14245,,1,nan
1,2025 UFA,14977,,1,nan
1,2025 UFA,15902,,1,nan
1,2025 UFA,17215,,1,nan
1,2025 UFA,17278,,1,nan
1,2025 UFA,16372,,1,nan
1,2025 UFA,16849,,1,nan
1,2025 UFA,16880,,1,nan
1,2025 UFA,16763,,1,nan
1,2025 UFA,16199,,1,nan
1,2025 UFA,17313,,1,nan
1,2025 UFA,16237,,1,nan
1,2025 UFA,14341,,1,nan
1,2025 UFA,17065,,1,nan
1,2025 UFA,13488,,1,nan
1,2025 UFA,15855,,1,nan
1,2025 UFA,13377,,1,nan
1,2025 UFA,11225,,1,nan
1,2025 UFA,15260,,1,nan
1,2025 UFA,17212,,1,nan
1,2025 UFA,16832,,1,nan
1,2025 UFA,16897,,1,nan
1,2025 UFA,17236,,1,nan
1,2025 UFA,16901,,1,nan
1,2025 UFA,17219,,1,nan
1,2025 UFA,11970,,1,nan
1,2025 UFA,13608,,1,nan
1,2025 UFA,14857,,1,nan
1,2025 UFA,13231,,1,nan
1,2025 UFA,14806,,1,nan
1,2025 UFA,16196,,1,nan
1,2025 UFA,10260,,1,nan
1,2025 UFA,13634,,1,nan
1,2025 UFA,16900,,1,nan
1,2025 UFA,16510,,1,nan
1,2025 UFA,15901,,1,nan
1,2025 UFA,16293,,1,nan
1,2025 UFA,14467,,1,nan
1,2025 UFA,14890,,1,nan
1,2025 UFA,12229,,1,nan
1,2025 UFA,17196,,1,nan
1,2025 UFA,16270,,1,nan
1,2025 UFA,15717,,1,nan
1,2025 UFA,12952,,1,nan
1,2025 UFA,15124,,1,nan
1,2025 UFA,16486,,1,nan
1,2025 UFA,14506,,1,nan
1,2025 UFA,16838,,1,nan
1,2025 UFA,16592,,1,nan
1,2025 UFA,16102,,1,nan
1,2025 UFA,16631,,1,nan
1,2025 UFA,17361,,1,nan
1,2025 UFA,13910,,1,nan
1,2025 UFA,15316,,1,nan
1,2025 UFA,17345,,1,nan
1,2025 UFA,17235,,1,nan
1,2025 UFA,11317,,1,nan
1,2025 UFA,17101,,1,nan
1,2025 UFA,16588,,1,nan
1,2025 UFA,15650,,1,nan
1,2025 UFA,17321,,1,nan
1,2025 UFA,17360,,1,nan
1,2025 UFA,16739,,1,nan
1,2025 UFA,16380,,1,nan
1,2025 UFA,13863,,1,nan
1,2025 UFA,17293,,1,nan
1,2025 UFA,16728,,1,nan
1,2025 UFA,14848,,1,nan
1,2025 UFA,12309,,1,nan
1,2025 UFA,16015,,1,nan
1,2025 UFA,14958,,1,nan
1,2025 UFA,15905,,1,nan
1,2025 UFA,16701,,1,nan
1,2025 UFA,16332,,1,nan
1,2025 UFA,12735,,1,nan
1,2025 UFA,17374,,1,nan
1,2025 UFA,15998,,1,nan
1,2025 UFA,13066,,1,nan
1,2025 UFA,12802,,1,nan
1,2025 UFA,14839,,1,nan
1,2025 UFA,13245,,1,nan
1,2025 UFA,16804,,1,nan
1,2025 UFA,12698,,1,nan
1,2025 UFA,16334,,1,nan
1,2025 UFA,17326,,1,nan
1,2025 UFA,14672,,1,nan
1,2025 UFA,16683,,1,nan
1,2025 UFA,16459,,1,nan
1,2025 UFA,13293,,1,nan
1,2025 UFA,17362,,1,nan
1,2025 UFA,16926,,1,nan
1,2025 UFA,16706,,1,nan
1,2025 UFA,16422,,1,nan
1,2025 UFA,14123,,1,nan
1,2025 UFA,17077,,1,nan
1,2025 UFA,14727,,1,nan
1,2025 UFA,13168,,1,nan
1,2025 UFA,15538,,1,nan
1,2025 UFA,13455,,1,nan
1,2025 UFA,15054,,1,nan
1,2025 UFA,15399,,1,nan
1,2025 UFA,16720,,1,nan
1,2025 UFA,16933,,1,nan
1,2025 UFA,17322,,1,nan
1,2025 UFA,16869,,1,nan
1,2025 UFA,16454,,1,nan
1,2025 UFA,15697,,1,nan
1,2025 UFA,15910,,1,nan
1,2025 UFA,13220,,1,nan
1,2025 UFA,16363,,1,nan
1,2025 UFA,17187,,1,nan
1,2025 UFA,16242,,1,nan
1,2025 UFA,15726,,1,nan
1,2025 UFA,16347,,1,nan
1,2025 UFA,12831,,1,nan
1,2025 UFA,17204,,1,nan
1,2025 UFA,15920,,1,nan
1,2025 UFA,13434,,1,nan
1,2025 UFA,11678,,1,nan
1,2025 UFA,12785,,1,nan
1,2025 UFA,14813,,1,nan
1,2025 UFA,16310,,1,nan
1,2025 UFA,15421,,1,nan
1,2025 UFA,16748,,1,nan
1,2025 UFA,15936,,1,nan
1,2025 UFA,17251,,1,nan
1,2025 UFA,17189,,1,nan
1,2025 UFA,17176,,1,nan
1,2025 UFA,15420,,1,nan
1,2025 UFA,15914,,1,nan
1,2025 UFA,17346,,1,nan
1,2025 UFA,16795,,1,nan
1,2025 UFA,16907,,1,nan
1,2025 UFA,15684,,1,nan
1,2025 UFA,13155,,1,nan
1,2025 UFA,16008,,1,nan
1,2025 UFA,15763,,1,nan
1,2025 UFA,17041,,1,nan
1,2025 UFA,16308,,1,nan
1,2025 UFA,17407,,1,nan
1,2025 UFA,15796,,1,nan
1,2025 UFA,13595,,1,nan
1,2025 UFA,14834,,1,nan
1,2025 UFA,15413,,1,nan
1,2025 UFA,17385,,1,nan
1,2025 UFA,13124,,1,nan
1,2025 UFA,16307,,1,nan
1,2025 UFA,16496,,1,nan
1,2025 UFA,16094,,1,nan
1,2025 UFA,14065,,1,nan
1,2025 UFA,15408,,1,nan
1,2025 UFA,14146,,1,nan
1,2025 UFA,15384,,1,nan
1,2025 UFA,13157,,1,nan
1,2025 UFA,15975,,1,nan
1,2025 UFA,13832,,1,nan
1,2025 UFA,14079,,1,nan
1,2025 UFA,17062,,1,nan
1,2025 UFA,17290,,1,nan
1,2025 UFA,11945,,1,nan
1,2025 UFA,13315,,1,nan
1,2025 UFA,14197,,1,nan
1,2025 UFA,17116,,1,nan
1,2025 UFA,16850,,1,nan
1,2025 UFA,16045,,1,nan
1,2025 UFA,16221,,1,nan
1,2025 UFA,16600,,1,nan
1,2025 UFA,15296,,1,nan
1,2025 UFA,13814,,1,nan
1,2025 UFA,16317,,1,nan
1,2025 UFA,17302,,1,nan
1,2025 UFA,13791,,1,nan
1,2025 UFA,16205,,1,nan
1,2025 UFA,17337,,1,nan
1,2025 UFA,14258,,1,nan
1,2025 UFA,15257,,1,nan
1,2025 UFA,13694,,1,nan
1,2025 UFA,16461,,1,nan
1,2025 UFA,16238,,1,nan
1,2025 UFA,16932,,1,nan
1,2025 UFA,16451,,1,nan
1,2025 UFA,14228,,1,nan
1,2025 UFA,14278,,1,nan
1,2025 UFA,14838,,1,nan
1,2025 UFA,12658,,1,nan
1,2025 UFA,13893,,1,nan
1,2025 UFA,16891,,1,nan
1,2025 UFA,16601,,1,nan
1,2025 UFA,16210,,1,nan
1,2025 UFA,16896,,1,nan
1,2025 UFA,12381,,1,nan
1,2025 UFA,14110,,1,nan
1,2025 UFA,16355,,1,nan
1,2025 UFA,17388,,1,nan
1,2025 UFA,14887,,1,nan
1,2025 UFA,17312,,1,nan
1,2025 UFA,16745,,1,nan
1,2025 UFA,16483,,1,nan
1,2025 UFA,14613,,1,nan
1,2025 UFA,17318,,1,nan
1,2025 UFA,17402,,1,nan
1,2025 UFA,16247,,1,nan
1,2025 UFA,17311,,1,nan
1,2025 UFA,15491,,1,nan
1,2025 UFA,16682,,1,nan
1,2025 UFA,16607,,1,nan
1,2025 UFA,16113,,1,nan
1,2025 UFA,16686,,1,nan
1,2025 UFA,15828,,1,nan
1,2025 UFA,17405,,1,nan
1,2025 UFA,16243,,1,nan
1,2025 UFA,16321,,1,nan
1,2025 UFA,15411,,1,nan
1,2025 UFA,14141,,1,nan
1,2025 UFA,17168,,1,nan
1,2025 UFA,12701,,1,nan
1,2025 UFA,16916,,1,nan
1,2025 UFA,16258,,1,nan
1,2025 UFA,12270,,1,nan
1,2025 UFA,16319,,1,nan
1,2025 UFA,17224,,1,nan
1,2025 UFA,13645,,1,nan
1,2025 UFA,13811,,1,nan
1,2025 UFA,15896,,1,nan
1,2025 UFA,16428,,1,nan
1,2025 UFA,12301,,1,nan
1,2025 UFA,15434,,1,nan
1,2025 UFA,13156,,1,nan
1,2025 UFA,16741,,1,nan
1,2025 UFA,15007,,1,nan
1,2025 UFA,13267,,1,nan
1,2025 UFA,17424,,1,locked
1,2025 UFA,13676,,1,nan
1,2025 UFA,14956,,1,nan
1,2025 UFA,15515,,1,nan
1,2025 UFA,16749,,1,nan
1,2025 UFA,16647,,1,nan
1,2025 UFA,15939,,1,nan
1,2025 UFA,16345,,1,nan
1,2025 UFA,14257,,1,nan
1,2025 UFA,16870,,1,nan
1,2025 UFA,15709,,1,nan
1,2025 UFA,13637,,1,nan
1,2025 UFA,17330,,1,nan
1,2025 UFA,16911,,1,nan
1,2025 UFA,16612,,1,nan
1,2025 UFA,16433,,1,nan
1,2025 UFA,15430,,1,nan
1,2025 UFA,16878,,1,nan
1,2025 UFA,13736,,1,nan
1,2025 UFA,17280,,1,nan
1,2025 UFA,14069,,1,nan
1,2025 UFA,14063,,1,nan
1,2025 UFA,16754,,1,nan
1,2025 UFA,16729,,1,nan
1,2025 UFA,16091,,1,nan
1,2025 UFA,16344,,1,nan
1,2025 UFA,15377,,1,nan
1,2025 UFA,15541,,1,nan
1,2025 UFA,16011,,1,nan
1,2025 UFA,16840,,1,nan
1,2025 UFA,17169,,1,nan
1,2025 UFA,15478,,1,nan
1,2025 UFA,13769,,1,nan
1,2025 UFA,17270,,1,nan
1,2025 UFA,17397,,1,nan
1,2025 UFA,14979,,1,nan
1,2025 UFA,13840,,1,nan
1,2025 UFA,15733,,1,nan
1,2025 UFA,17217,,1,nan
1,2025 UFA,15498,,1,nan
1,2025 UFA,15026,,1,nan
1,2025 UFA,14292,,1,nan
1,2025 UFA,15353,,1,nan
1,2025 UFA,13276,,1,nan
1,2025 UFA,12378,,1,nan
1,2025 UFA,17198,,1,nan
1,2025 UFA,16419,,1,nan
1,2025 UFA,16590,,1,nan
1,2025 UFA,16888,,1,nan
1,2025 UFA,14212,,1,nan
1,2025 UFA,16726,,1,nan
1,2025 UFA,10697,,1,nan
1,2025 UFA,15173,,1,nan
1,2025 UFA,17324,,1,nan
1,2025 UFA,14923,,1,nan
1,2025 UFA,14827,,1,nan
1,2025 UFA,15926,,1,nan
1,2025 UFA,16358,,1,nan
1,2025 UFA,15440,,1,nan
1,2025 UFA,16817,,1,nan
1,2025 UFA,14533,,1,nan
1,2025 UFA,14817,,1,nan
1,2025 UFA,17085,,1,nan
1,2025 UFA,13316,,1,nan
1,2025 UFA,16781,,1,nan
1,2025 UFA,15946,,1,nan
1,2025 UFA,15403,,1,nan
1,2025 UFA,15814,,1,nan
1,2025 UFA,14963,,1,nan
1,2025 UFA,13678,,1,nan
1,2025 UFA,15934,,1,nan
1,2025 UFA,16472,,1,nan
1,2025 UFA,11647,,1,nan
1,2025 UFA,12652,,1,nan
1,2025 UFA,13199,,1,nan
1,2025 UFA,16519,,1,nan
1,2025 UFA,13953,,1,nan
1,2025 UFA,17393,,1,nan
1,2025 UFA,16658,,1,nan
1,2025 UFA,15977,,1,nan
1,2025 UFA,16320,,1,nan
1,2025 UFA,14518,,1,nan
1,2025 UFA,15699,,1,nan
1,2025 UFA,16158,,1,nan
1,2025 UFA,17357,,1,nan
1,2025 UFA,16624,,1,nan
1,2025 UFA,15110,,1,nan
1,2025 UFA,14161,,1,nan
1,2025 UFA,16923,,1,nan
1,2025 UFA,15824,,1,nan
1,2025 UFA,16403,,1,nan
1,2025 UFA,16858,,1,nan
1,2025 UFA,17242,,1,nan
1,2025 UFA,13260,,1,nan
1,2025 UFA,16327,,1,nan
1,2025 UFA,15289,,1,nan
1,2025 UFA,15492,,1,nan
1,2025 UFA,13427,,1,nan
1,2025 UFA,15010,,1,nan
1,2025 UFA,15841,,1,nan
1,2025 UFA,16120,,1,nan
1,2025 UFA,15242,,1,nan
1,2025 UFA,14870,,1,nan
1,2025 UFA,16589,,1,nan
1,2025 UFA,12645,,1,nan
1,2025 UFA,16949,,1,nan
1,2025 UFA,15332,,1,nan
1,2025 UFA,16361,,1,nan
1,2025 UFA,16664,,1,nan
1,2025 UFA,17327,,1,nan
1,2025 UFA,15379,,1,nan
1,2025 UFA,10976,,1,nan
1,2025 UFA,15359,,1,nan
1,2025 UFA,15458,,1,nan
1,2025 UFA,16160,,1,nan
1,2025 UFA,13965,,1,nan
1,2025 UFA,15803,,1,nan
1,2025 UFA,15995,,1,nan
1,2025 UFA,17408,,1,nan
1,2025 UFA,13669,,1,nan
1,2025 UFA,15376,,1,nan
1,2025 UFA,13930,,1,nan
1,2025 UFA,15893,,1,nan
1,2025 UFA,14675,,1,nan
1,2025 UFA,17296,,1,nan
1,2025 UFA,14925,,1,nan
1,2025 UFA,17308,,1,nan
1,2025 UFA,16961,,1,nan
1,2025 UFA,16743,,1,nan
1,2025 UFA,11807,,1,nan
1,2025 UFA,12317,,1,nan
1,2025 UFA,16678,,1,nan
1,2025 UFA,13793,,1,nan
1,2025 UFA,16356,,1,nan
1,2025 UFA,16386,,1,nan
1,2025 UFA,11723,,1,nan
1,2025 UFA,16527,,1,nan
1,2025 UFA,17332,,1,nan
1,2025 UFA,12680,,1,nan
1,2025 UFA,16176,,1,nan
1,2025 UFA,14810,,1,nan
1,2025 UFA,17347,,1,nan
1,2025 UFA,16788,,1,nan
1,2025 UFA,12762,,1,nan
1,2025 UFA,16003,,1,nan
1,2025 UFA,14967,,1,nan
1,2025 UFA,15996,,1,nan
1,2025 UFA,16447,,1,nan
1,2025 UFA,16821,,1,nan
1,2025 UFA,15668,,1,nan
1,2025 UFA,13306,,1,nan
1,2025 UFA,17180,,1,nan
1,2025 UFA,13258,,1,nan
1,2025 UFA,16621,,1,nan
1,2025 UFA,17353,,1,nan
1,2025 UFA,14948,,1,nan
1,2025 UFA,13416,,1,nan
1,2025 UFA,13747,,1,nan
1,2025 UFA,16954,,1,nan
1,2025 UFA,14950,,1,nan
1,2025 UFA,13711,,1,nan
1,2025 UFA,15285,,1,nan
1,2025 UFA,17162,,1,nan
1,2025 UFA,15443,,1,nan
1,2025 UFA,16304,,1,nan
1,2025 UFA,15042,,1,nan
1,2025 UFA,15510,,1,nan
1,2025 UFA,14971,,1,nan
1,2025 UFA,16864,,1,nan
1,2025 UFA,16760,,1,nan
1,2025 UFA,15900,,1,nan
1,2025 UFA,16792,,1,nan
1,2025 UFA,17392,,1,nan
1,2025 UFA,13211,,1,nan
1,2025 UFA,17192,,1,nan
1,2025 UFA,14992,,1,nan
1,2025 UFA,16803,,1,nan
1,2025 UFA,13113,,1,nan
1,2025 UFA,15950,,1,nan
1,2025 UFA,13776,,1,nan
1,2025 UFA,16774,,1,nan
1,2025 UFA,14269,,1,nan
1,2025 UFA,16893,,1,nan
1,2025 UFA,16446,,1,nan
1,2025 UFA,16766,,1,nan
1,2025 UFA,17354,,1,nan
1,2025 UFA,17011,,1,nan
1,2025 UFA,17088,,1,nan
1,2025 UFA,15347,,1,nan
1,2025 UFA,16634,,1,nan
1,2025 UFA,16052,,1,nan
1,2025 UFA,14549,,1,nan
1,2025 UFA,15151,,1,nan
1,2025 UFA,17089,,1,nan
1,2025 UFA,12610,,1,nan
1,2025 UFA,17177,,1,nan
1,2025 UFA,15109,,1,nan
1,2025 UFA,17232,,1,nan
1,2025 UFA,17401,,1,nan
1,2025 UFA,16839,,1,nan
1,2025 UFA,16516,,1,nan
1,2025 UFA,16871,,1,nan
1,2025 UFA,16452,,1,nan
1,2025 UFA,15589,,1,nan
1,2025 UFA,16822,,1,nan
1,2025 UFA,13762,,1,nan
1,2025 UFA,13598,,1,nan
1,2025 UFA,17084,,1,nan
1,2025 UFA,15714,,1,nan
1,2025 UFA,13760,,1,nan
1,2025 UFA,16940,,1,nan
1,2025 UFA,17404,,1,nan
1,2025 UFA,16633,,1,nan
1,2025 UFA,16312,,1,nan
1,2025 UFA,16195,,1,nan
1,2025 UFA,15563,,1,nan
1,2025 UFA,16648,,1,nan
1,2025 UFA,16811,,1,nan
1,2025 UFA,15528,,1,nan
1,2025 UFA,15454,,1,nan
1,2025 UFA,15585,,1,nan
1,2025 UFA,16860,,1,nan
1,2025 UFA,15886,,1,nan
1,2025 UFA,12979,,1,nan
1,2025 UFA,16895,,1,nan
1,2025 UFA,17386,,1,nan
1,2025 UFA,16630,,1,nan
1,2025 UFA,13139,,1,nan
1,2025 UFA,16793,,1,nan
1,2025 UFA,15559,,1,nan
1,2025 UFA,15885,,1,nan
1,2025 UFA,17359,,1,nan
1,2025 UFA,17396,,1,nan
1,2025 UFA,13253,,1,nan
1,2025 UFA,17273,,1,nan
1,2025 UFA,13154,,1,nan
1,2025 UFA,17164,,1,nan
1,2025 UFA,15857,,1,nan
1,2025 UFA,15286,,1,nan
1,2025 UFA,14076,,1,nan
1,2025 UFA,16375,,1,nan
1,2025 UFA,16367,,1,nan
1,2025 UFA,13652,,1,nan
1,2025 UFA,14017,,1,nan
1,2025 UFA,16625,,1,nan
1,2025 UFA,15422,,1,nan
1,2025 UFA,15239,,1,nan
1,2025 UFA,12608,,1,nan
1,2025 UFA,16967,,1,nan
1,2025 UFA,14267,,1,nan
1,2025 UFA,16762,,1,nan
1,2025 UFA,17366,,1,nan
1,2025 UFA,13296,,1,nan
1,2025 UFA,14227,,1,nan
1,2025 UFA,14984,,1,nan
1,2025 UFA,17250,,1,nan
1,2025 UFA,15035,,1,nan
1,2025 UFA,15906,,1,nan
1,2024 RRFA,14947,3.41,1,locked
1,2025 UFA,16913,,1,nan
1,2025 UFA,15865,,1,nan
1,2025 UFA,15840,,1,nan
1,2025 UFA,14379,,1,nan
1,2025 UFA,15792,,1,nan
1,2025 UFA,11228,,1,nan
1,2025 UFA,13846,,1,nan
1,2025 UFA,17338,,1,nan
1,2025 UFA,15894,,1,nan
1,2025 UFA,16099,,1,nan
1,2025 UFA,12760,,1,nan
1,2025 UFA,15626,,1,nan
1,2025 UFA,17382,,1,nan
1,2025 UFA,14426,,1,nan
1,2025 UFA,16523,,1,nan
1,2025 UFA,14220,,1,nan
1,2025 UFA,14198,,1,nan
1,2025 UFA,16898,,1,nan
1,2025 UFA,17271,,1,nan
1,2025 UFA,15955,,1,nan
1,2025 UFA,15339,,1,nan
1,2025 UFA,13754,,1,nan
1,2025 UFA,15882,,1,nan
1,2025 UFA,16273,,1,nan
1,2025 UFA,16297,,1,nan
1,2025 UFA,15941,,1,nan
1,2025 UFA,17285,,1,nan
1,2025 UFA,15696,,1,nan
1,2025 UFA,10868,,1,nan
1,2025 UFA,15604,,1,nan
