id,contractInfo,salary,contractYear,conference,status
15395,2025 UFA,,1,1,nan
13262,2025 UFA,,1,1,nan
17133,2025 UFA,,1,1,nan
17352,2025 UFA,,1,1,nan
15970,2025 UFA,,1,1,nan
17110,2025 UFA,,1,1,nan
14442,2025 UFA,,1,1,nan
16249,2025 UFA,,1,1,nan
17111,2025 UFA,,1,1,nan
16302,2025 UFA,,1,1,nan
14452,2025 UFA,,1,1,nan
15240,2025 UFA,,1,1,nan
16418,2025 UFA,,1,1,nan
11680,2025 UFA,,1,1,nan
17229,2025 UFA,,1,1,nan
17267,2025 UFA,,1,1,nan
17349,2025 UFA,,1,1,nan
13224,2025 UFA,,1,1,nan
16217,2025 UFA,,1,1,nan
17419,2025 UFA,,1,1,nan
16613,2025 UFA,,1,1,nan
13202,2025 UFA,,1,1,nan
12687,2025 UFA,,1,1,nan
16132,2025 UFA,,1,1,nan
13632,2025 UFA,,1,1,nan
15818,2025 UFA,,1,1,nan
16591,2025 UFA,,1,1,nan
13336,2025 UFA,,1,1,nan
16755,2025 UFA,,1,1,nan
16343,2025 UFA,,1,1,nan
15944,2025 UFA,,1,1,nan
17035,2025 UFA,,1,1,nan
13733,2025 UFA,,1,1,nan
16529,2025 UFA,,1,1,nan
15140,2025 UFA,,1,1,nan
13227,2025 UFA,,1,1,nan
8269,2025 UFA,,1,1,nan
13687,2025 UFA,,1,1,nan
17244,2025 UFA,,1,1,nan
14057,2025 UFA,,1,1,nan
15094,2025 UFA,,1,1,nan
12187,2025 UFA,,1,1,nan
16768,2025 UFA,,1,1,nan
17253,2025 UFA,,1,1,nan
16513,2025 UFA,,1,1,nan
14268,2025 UFA,,1,1,nan
14211,2025 UFA,,1,1,nan
15334,2025 UFA,,1,1,nan
17237,2025 UFA,,1,1,nan
15461,2025 UFA,,1,1,nan
15433,2025 UFA,,1,1,nan
17255,2025 UFA,,1,1,nan
17394,2025 UFA,,1,1,nan
12791,2025 UFA,,1,1,nan
15945,2025 UFA,,1,1,nan
16391,2025 UFA,,1,1,nan
15958,2025 UFA,,1,1,nan
16315,2025 UFA,,1,1,nan
12956,2025 UFA,,1,1,nan
14951,2025 UFA,,1,1,nan
13234,2025 UFA,,1,1,nan
17063,2025 UFA,,1,1,nan
16730,2025 UFA,,1,1,nan
17426,2025 UFA,,1,1,nan
13909,2025 UFA,,1,1,nan
16220,2025 UFA,,1,1,nan
15867,2025 UFA,,1,1,nan
12955,2025 UFA,,1,1,nan
16275,2025 UFA,,1,1,nan
17336,2025 UFA,,1,1,nan
17200,2025 UFA,,1,1,nan
15308,2025 UFA,,1,1,nan
16259,2025 UFA,,1,1,nan
17421,2025 UFA,,1,1,nan
13802,2025 UFA,,1,1,nan
17368,2025 UFA,,1,1,nan
11383,2025 UFA,,1,1,nan
15771,2025 UFA,,1,1,nan
16831,2025 UFA,,1,1,nan
17340,2025 UFA,,1,1,nan
16868,2025 UFA,,1,1,nan
17054,2025 UFA,,1,1,nan
17379,2025 UFA,,1,1,nan
16004,2025 UFA,,1,1,nan
12851,2025 UFA,,1,1,nan
17259,2025 UFA,,1,1,nan
11313,2025 UFA,,1,1,nan
15876,2025 UFA,,1,1,nan
16329,2025 UFA,,1,1,nan
15820,2025 UFA,,1,1,nan
16335,2025 UFA,,1,1,nan
15951,2025 UFA,,1,1,nan
11676,2025 UFA,,1,1,nan
16501,2025 UFA,,1,1,nan
17208,2025 UFA,,1,1,nan
13547,2025 UFA,,1,1,nan
17367,2025 UFA,,1,1,nan
13252,2025 UFA,,1,1,nan
16212,2025 UFA,,1,1,nan
16856,2025 UFA,,1,1,nan
16848,2025 UFA,,1,1,nan
16179,2025 UFA,,1,1,nan
12311,2025 UFA,,1,1,nan
16605,2025 UFA,,1,1,nan
15614,2025 UFA,,1,1,nan
13641,2025 UFA,,1,1,nan
16912,2025 UFA,,1,1,nan
16571,2025 UFA,,1,1,nan
15895,2025 UFA,,1,1,nan
17038,2025 UFA,,1,1,nan
15743,2025 UFA,,1,1,nan
16063,2025 UFA,,1,1,nan
15849,2025 UFA,,1,1,nan
15993,2025 UFA,,1,1,nan
17356,2025 UFA,,1,1,nan
15473,2025 UFA,,1,1,nan
15845,2025 UFA,,1,1,nan
15890,2025 UFA,,1,1,nan
16890,2025 UFA,,1,1,nan
16894,2025 UFA,,1,1,nan
15450,2025 UFA,,1,1,nan
16300,2025 UFA,,1,1,nan
16170,2025 UFA,,1,1,nan
13313,2025 UFA,,1,1,nan
15097,2025 UFA,,1,1,nan
13205,2025 UFA,,1,1,nan
11761,2025 UFA,,1,1,nan
15333,2025 UFA,,1,1,nan
16765,2025 UFA,,1,1,nan
16390,2025 UFA,,1,1,nan
16535,2025 UFA,,1,1,nan
17225,2025 UFA,,1,1,nan
11017,2025 UFA,,1,1,nan
13222,2025 UFA,,1,1,nan
17365,2025 UFA,,1,1,nan
16769,2025 UFA,,1,1,nan
15417,2025 UFA,,1,1,nan
15368,2025 UFA,,1,1,nan
17197,2025 UFA,,1,1,nan
16751,2025 UFA,,1,1,nan
17233,2025 UFA,,1,1,nan
17334,2025 UFA,,1,1,nan
17238,2025 UFA,,1,1,nan
15785,2025 UFA,,1,1,nan
16695,2025 UFA,,1,1,nan
16438,2025 UFA,,1,1,nan
16463,2025 UFA,,1,1,nan
17227,2025 UFA,,1,1,nan
15759,2025 UFA,,1,1,nan
16843,2025 UFA,,1,1,nan
13307,2025 UFA,,1,1,nan
13639,2025 UFA,,1,1,nan
17240,2025 UFA,,1,1,nan
16687,2025 UFA,,1,1,nan
16958,2025 UFA,,1,1,nan
14280,2025 UFA,,1,1,nan
16296,2025 UFA,,1,1,nan
10267,2025 UFA,,1,1,nan
12716,2025 UFA,,1,1,nan
15326,2025 UFA,,1,1,nan
16606,2025 UFA,,1,1,nan
14846,2025 UFA,,1,1,nan
16424,2025 UFA,,1,1,nan
16197,2025 UFA,,1,1,nan
17264,2025 UFA,,1,1,nan
14067,2025 UFA,,1,1,nan
16309,2025 UFA,,1,1,nan
15263,2025 UFA,,1,1,nan
15909,2025 UFA,,1,1,nan
17375,2025 UFA,,1,1,nan
15402,2025 UFA,,1,1,nan
15243,2025 UFA,,1,1,nan
17140,2025 UFA,,1,1,nan
16974,2025 UFA,,1,1,nan
14486,2025 UFA,,1,1,nan
16286,2025 UFA,,1,1,nan
16494,2025 UFA,,1,1,nan
12773,2025 UFA,,1,1,nan
13348,2025 UFA,,1,1,nan
17305,2025 UFA,,1,1,nan
15283,2025 UFA,,1,1,nan
15766,2025 UFA,,1,1,nan
13752,2025 UFA,,1,1,nan
16814,2025 UFA,,1,1,nan
13270,2025 UFA,,1,1,nan
14239,2025 UFA,,1,1,nan
14131,2025 UFA,,1,1,nan
17288,2025 UFA,,1,1,nan
16232,2025 UFA,,1,1,nan
15341,2025 UFA,,1,1,nan
13426,2025 UFA,,1,1,nan
9596,2025 UFA,,1,1,nan
16082,2025 UFA,,1,1,nan
13998,2025 UFA,,1,1,nan
11728,2025 UFA,,1,1,nan
14798,2025 UFA,,1,1,nan
12447,2025 UFA,,1,1,nan
16759,2025 UFA,,1,1,nan
15476,2025 UFA,,1,1,nan
14181,2025 UFA,,1,1,nan
13968,2025 UFA,,1,1,nan
17050,2025 UFA,,1,1,nan
15830,2025 UFA,,1,1,nan
17254,2025 UFA,,1,1,nan
13940,2025 UFA,,1,1,nan
14975,2025 UFA,,1,1,nan
16440,2025 UFA,,1,1,nan
16659,2025 UFA,,1,1,nan
17331,2025 UFA,,1,1,nan
14199,2025 UFA,,1,1,nan
11390,2025 UFA,,1,1,nan
15937,2025 UFA,,1,1,nan
14938,2025 UFA,,1,1,nan
16553,2025 UFA,,1,1,nan
16873,2025 UFA,,1,1,nan
17100,2025 UFA,,1,1,nan
17409,2025 UFA,,1,1,nan
16685,2025 UFA,,1,1,nan
12736,2025 UFA,,1,1,nan
14028,2025 UFA,,1,1,nan
13785,2025 UFA,,1,1,nan
14722,2025 UFA,,1,1,nan
12291,2025 UFA,,1,1,nan
16737,2025 UFA,,1,1,nan
17275,2025 UFA,,1,1,nan
12756,2025 UFA,,1,1,nan
16250,2025 UFA,,1,1,nan
13777,2025 UFA,,1,1,nan
16359,2025 UFA,,1,1,nan
13797,2025 UFA,,1,1,nan
13913,2025 UFA,,1,1,nan
15456,2025 UFA,,1,1,nan
16828,2025 UFA,,1,1,nan
13745,2025 UFA,,1,1,nan
17291,2025 UFA,,1,1,nan
16532,2025 UFA,,1,1,nan
17279,2025 UFA,,1,1,nan
12361,2025 UFA,,1,1,nan
15414,2025 UFA,,1,1,nan
13704,2025 UFA,,1,1,nan
16443,2025 UFA,,1,1,nan
13365,2025 UFA,,1,1,nan
11840,2025 UFA,,1,1,nan
17412,2025 UFA,,1,1,nan
13929,2025 UFA,,1,1,nan
13939,2025 UFA,,1,1,nan
12691,2025 UFA,,1,1,nan
15521,2025 UFA,,1,1,nan
15898,2025 UFA,,1,1,nan
15916,2025 UFA,,1,1,nan
13148,2025 UFA,,1,1,nan
15453,2025 UFA,,1,1,nan
13265,2025 UFA,,1,1,nan
15807,2025 UFA,,1,1,nan
16572,2025 UFA,,1,1,nan
17389,2025 UFA,,1,1,nan
16077,2025 UFA,,1,1,nan
14902,2025 UFA,,1,1,nan
14929,2025 UFA,,1,1,nan
14873,2025 UFA,,1,1,nan
16750,2025 UFA,,1,1,nan
15948,2025 UFA,,1,1,nan
16975,2025 UFA,,1,1,nan
17206,2025 UFA,,1,1,nan
13709,2025 UFA,,1,1,nan
14209,2025 UFA,,1,1,nan
14555,2025 UFA,,1,1,nan
16138,2025 UFA,,1,1,nan
14254,2025 UFA,,1,1,nan
16436,2025 UFA,,1,1,nan
14245,2025 UFA,,1,1,nan
14977,2025 UFA,,1,1,nan
15902,2025 UFA,,1,1,nan
17215,2025 UFA,,1,1,nan
17278,2025 UFA,,1,1,nan
16372,2025 UFA,,1,1,nan
16849,2025 UFA,,1,1,nan
16880,2025 UFA,,1,1,nan
16763,2025 UFA,,1,1,nan
16199,2025 UFA,,1,1,nan
17313,2025 UFA,,1,1,nan
16237,2025 UFA,,1,1,nan
14341,2025 UFA,,1,1,nan
14871,2025 UFA,1.10,1,1,locked
17065,2025 UFA,,1,1,nan
13488,2025 UFA,,1,1,nan
15855,2025 UFA,,1,1,nan
13377,2025 UFA,,1,1,nan
11225,2025 UFA,,1,1,nan
15260,2025 UFA,,1,1,nan
17212,2025 UFA,,1,1,nan
16832,2025 UFA,,1,1,nan
16897,2025 UFA,,1,1,nan
17236,2025 UFA,,1,1,nan
16901,2025 UFA,,1,1,nan
17219,2025 UFA,,1,1,nan
11970,2025 UFA,,1,1,nan
13608,2025 UFA,,1,1,nan
14857,2025 UFA,,1,1,nan
13231,2025 UFA,,1,1,nan
14806,2025 UFA,,1,1,nan
16196,2025 UFA,,1,1,nan
10260,2025 UFA,,1,1,nan
13634,2025 UFA,,1,1,nan
16900,2025 UFA,,1,1,nan
16510,2025 UFA,,1,1,nan
15901,2025 UFA,,1,1,nan
16293,2025 UFA,,1,1,nan
14467,2025 UFA,,1,1,nan
14890,2025 UFA,,1,1,nan
12229,2025 UFA,,1,1,nan
17196,2025 UFA,,1,1,nan
16270,2025 UFA,,1,1,nan
15717,2025 UFA,,1,1,nan
12952,2025 UFA,,1,1,nan
15124,2025 UFA,,1,1,nan
9833,2025 UFA,,1,1,nan
16486,2025 UFA,,1,1,nan
14506,2025 UFA,,1,1,nan
16838,2025 UFA,,1,1,nan
16592,2025 UFA,,1,1,nan
16102,2025 UFA,,1,1,nan
16631,2025 UFA,,1,1,nan
17361,2025 UFA,,1,1,nan
13910,2025 UFA,,1,1,nan
15316,2025 UFA,,1,1,nan
17345,2025 UFA,,1,1,nan
17235,2025 UFA,,1,1,nan
11317,2025 UFA,,1,1,nan
17101,2025 UFA,,1,1,nan
16588,2025 UFA,,1,1,nan
15650,2025 UFA,,1,1,nan
17321,2025 UFA,,1,1,nan
17360,2025 UFA,,1,1,nan
16739,2025 UFA,,1,1,nan
16380,2025 UFA,,1,1,nan
13863,2025 UFA,,1,1,nan
17293,2025 UFA,,1,1,nan
16728,2025 UFA,,1,1,nan
14848,2025 UFA,,1,1,nan
12309,2025 UFA,,1,1,nan
16015,2025 UFA,,1,1,nan
14958,2025 UFA,,1,1,nan
15905,2025 UFA,,1,1,nan
16701,2025 UFA,,1,1,nan
16332,2025 UFA,,1,1,nan
12735,2025 UFA,,1,1,nan
17374,2025 UFA,,1,1,nan
15998,2025 UFA,,1,1,nan
13066,2025 UFA,,1,1,nan
12802,2025 UFA,,1,1,nan
14839,2025 UFA,,1,1,nan
13245,2025 UFA,,1,1,nan
16804,2025 UFA,,1,1,nan
12698,2025 UFA,,1,1,nan
17223,2025 UFA,,1,1,nan
16334,2025 UFA,,1,1,nan
17326,2025 UFA,,1,1,nan
14672,2025 UFA,,1,1,nan
16683,2025 UFA,,1,1,nan
16459,2025 UFA,,1,1,nan
13293,2025 UFA,,1,1,nan
17362,2025 UFA,,1,1,nan
16926,2025 UFA,,1,1,nan
16706,2025 UFA,,1,1,nan
16422,2025 UFA,,1,1,nan
14123,2025 UFA,,1,1,nan
17077,2025 UFA,,1,1,nan
14727,2025 UFA,,1,1,nan
13168,2025 UFA,,1,1,nan
15538,2025 UFA,,1,1,nan
13455,2025 UFA,,1,1,nan
15054,2025 UFA,,1,1,nan
15399,2025 UFA,,1,1,nan
16720,2025 UFA,,1,1,nan
16933,2025 UFA,,1,1,nan
17322,2025 UFA,,1,1,nan
16869,2025 UFA,,1,1,nan
16454,2025 UFA,,1,1,nan
15697,2025 UFA,,1,1,nan
15910,2025 UFA,,1,1,nan
13220,2025 UFA,,1,1,nan
16363,2025 UFA,,1,1,nan
16242,2025 UFA,,1,1,nan
15726,2025 UFA,,1,1,nan
16347,2025 UFA,,1,1,nan
12831,2025 UFA,,1,1,nan
17204,2025 UFA,,1,1,nan
15920,2025 UFA,,1,1,nan
13434,2025 UFA,,1,1,nan
11678,2025 UFA,,1,1,nan
15622,2025 UFA,,1,1,nan
12785,2025 UFA,,1,1,nan
14813,2025 UFA,,1,1,nan
16310,2025 UFA,,1,1,nan
15421,2025 UFA,,1,1,nan
16748,2025 UFA,,1,1,nan
15936,2025 UFA,,1,1,nan
17251,2025 UFA,,1,1,nan
17189,2025 UFA,,1,1,nan
17176,2025 UFA,,1,1,nan
15420,2025 UFA,,1,1,nan
15914,2025 UFA,,1,1,nan
17346,2025 UFA,,1,1,nan
16795,2025 UFA,,1,1,nan
16907,2025 UFA,,1,1,nan
16405,2025 UFA,,1,1,nan
15684,2025 UFA,,1,1,nan
13155,2025 UFA,,1,1,nan
16008,2025 UFA,,1,1,nan
15763,2025 UFA,,1,1,nan
17041,2025 UFA,,1,1,nan
16308,2025 UFA,,1,1,nan
17407,2025 UFA,,1,1,nan
15796,2025 UFA,,1,1,nan
13595,2025 UFA,,1,1,nan
14834,2025 UFA,,1,1,nan
15413,2025 UFA,,1,1,nan
17385,2025 UFA,,1,1,nan
13124,2025 UFA,,1,1,nan
16307,2025 UFA,,1,1,nan
16496,2025 UFA,,1,1,nan
16094,2025 UFA,,1,1,nan
14065,2025 UFA,,1,1,nan
15408,2025 UFA,,1,1,nan
14146,2025 UFA,,1,1,nan
15384,2025 UFA,,1,1,nan
13157,2025 UFA,,1,1,nan
15975,2025 UFA,,1,1,nan
13832,2025 UFA,,1,1,nan
14079,2025 UFA,,1,1,nan
17062,2025 UFA,,1,1,nan
17290,2025 UFA,,1,1,nan
11945,2025 UFA,,1,1,nan
13315,2025 UFA,,1,1,nan
17434,2025 UFA,,1,1,nan
14197,2025 UFA,,1,1,nan
16850,2025 UFA,,1,1,nan
16045,2025 UFA,,1,1,nan
16221,2025 UFA,,1,1,nan
16600,2025 UFA,,1,1,nan
15296,2025 UFA,,1,1,nan
13814,2025 UFA,,1,1,nan
16317,2025 UFA,,1,1,nan
17302,2025 UFA,,1,1,nan
13791,2025 UFA,,1,1,nan
16205,2025 UFA,,1,1,nan
17337,2025 UFA,,1,1,nan
14258,2025 UFA,,1,1,nan
15257,2025 UFA,,1,1,nan
13694,2025 UFA,,1,1,nan
16461,2025 UFA,,1,1,nan
16238,2025 UFA,,1,1,nan
16932,2025 UFA,,1,1,nan
16451,2025 UFA,,1,1,nan
14228,2025 UFA,,1,1,nan
14278,2025 UFA,,1,1,nan
14838,2025 UFA,,1,1,nan
12658,2025 UFA,,1,1,nan
13744,2025 UFA,,1,1,nan
13893,2025 UFA,,1,1,nan
16891,2025 UFA,,1,1,nan
16601,2025 UFA,,1,1,nan
16210,2025 UFA,,1,1,nan
16896,2025 UFA,,1,1,nan
12381,2025 UFA,,1,1,nan
14110,2025 UFA,,1,1,nan
17428,2025 UFA,,1,1,nan
16355,2025 UFA,,1,1,nan
17388,2025 UFA,,1,1,nan
14887,2025 UFA,,1,1,nan
17312,2025 UFA,,1,1,nan
16745,2025 UFA,,1,1,nan
16234,2025 UFA,,1,1,nan
16483,2025 UFA,,1,1,nan
14613,2025 UFA,,1,1,nan
17318,2025 UFA,,1,1,nan
17402,2025 UFA,,1,1,nan
16247,2025 UFA,,1,1,nan
17311,2025 UFA,,1,1,nan
15491,2025 UFA,,1,1,nan
16682,2025 UFA,,1,1,nan
16607,2025 UFA,,1,1,nan
16113,2025 UFA,,1,1,nan
16686,2025 UFA,,1,1,nan
15828,2025 UFA,,1,1,nan
17405,2025 UFA,,1,1,nan
16243,2025 UFA,,1,1,nan
16321,2025 UFA,,1,1,nan
15411,2025 UFA,,1,1,nan
14141,2025 UFA,,1,1,nan
17168,2025 UFA,,1,1,nan
12701,2025 UFA,,1,1,nan
16916,2025 UFA,,1,1,nan
16258,2025 UFA,,1,1,nan
12270,2025 UFA,,1,1,nan
16319,2025 UFA,,1,1,nan
17224,2025 UFA,,1,1,nan
13645,2025 UFA,,1,1,nan
13811,2025 UFA,,1,1,nan
15896,2025 UFA,,1,1,nan
16428,2025 UFA,,1,1,nan
12301,2025 UFA,,1,1,nan
15434,2025 UFA,,1,1,nan
13156,2025 UFA,,1,1,nan
16741,2025 UFA,,1,1,nan
15007,2025 UFA,,1,1,nan
13267,2025 UFA,,1,1,nan
17424,2025 UFA,,1,1,nan
13676,2025 UFA,,1,1,nan
14956,2025 UFA,,1,1,nan
15515,2025 UFA,,1,1,nan
16749,2025 UFA,,1,1,nan
16647,2025 UFA,,1,1,nan
15939,2025 UFA,,1,1,nan
16345,2025 UFA,,1,1,nan
14257,2025 UFA,,1,1,nan
16870,2025 UFA,,1,1,nan
15709,2025 UFA,,1,1,nan
13637,2025 UFA,,1,1,nan
17330,2025 UFA,,1,1,nan
16911,2025 UFA,,1,1,nan
16612,2025 UFA,,1,1,nan
16433,2025 UFA,,1,1,nan
15430,2025 UFA,,1,1,nan
16878,2025 UFA,,1,1,nan
13736,2025 UFA,,1,1,nan
17280,2025 UFA,,1,1,nan
14069,2025 UFA,,1,1,nan
14063,2025 UFA,,1,1,nan
16754,2025 UFA,,1,1,nan
16729,2025 UFA,,1,1,nan
16091,2025 UFA,,1,1,nan
16344,2025 UFA,,1,1,nan
15377,2025 UFA,,1,1,nan
15541,2025 UFA,,1,1,nan
16011,2025 UFA,,1,1,nan
16840,2025 UFA,,1,1,nan
15478,2025 UFA,,1,1,nan
13769,2025 UFA,,1,1,nan
17270,2025 UFA,,1,1,nan
17397,2025 UFA,,1,1,nan
14979,2025 UFA,,1,1,nan
13840,2025 UFA,,1,1,nan
15733,2025 UFA,,1,1,nan
17217,2025 UFA,,1,1,nan
15498,2025 UFA,,1,1,nan
15026,2025 UFA,,1,1,nan
14292,2025 UFA,,1,1,nan
15353,2025 UFA,,1,1,nan
13276,2025 UFA,,1,1,nan
12378,2025 UFA,,1,1,nan
17198,2025 UFA,,1,1,nan
16419,2025 UFA,,1,1,nan
16590,2025 UFA,,1,1,nan
16888,2025 UFA,,1,1,nan
14212,2025 UFA,,1,1,nan
16726,2025 UFA,,1,1,nan
10697,2025 UFA,,1,1,nan
15173,2025 UFA,,1,1,nan
17324,2025 UFA,,1,1,nan
14923,2025 UFA,,1,1,nan
14827,2025 UFA,,1,1,nan
15926,2025 UFA,,1,1,nan
16358,2025 UFA,,1,1,nan
15440,2025 UFA,,1,1,nan
16817,2025 UFA,,1,1,nan
14533,2025 UFA,,1,1,nan
14817,2025 UFA,,1,1,nan
17427,2025 UFA,,1,1,nan
17085,2025 UFA,,1,1,nan
13316,2025 UFA,,1,1,nan
16781,2025 UFA,,1,1,nan
10413,2025 UFA,,1,1,nan
15946,2025 UFA,,1,1,nan
15403,2025 UFA,,1,1,nan
15814,2025 UFA,,1,1,nan
14963,2025 UFA,,1,1,nan
13678,2025 UFA,,1,1,nan
15934,2025 UFA,,1,1,nan
16472,2025 UFA,,1,1,nan
11647,2025 UFA,,1,1,nan
12652,2025 UFA,,1,1,nan
13199,2025 UFA,,1,1,nan
16519,2025 UFA,,1,1,nan
13953,2025 UFA,,1,1,nan
17393,2025 UFA,,1,1,nan
16658,2025 UFA,,1,1,nan
15977,2025 UFA,,1,1,nan
16320,2025 UFA,,1,1,nan
12231,2025 UFA,,1,1,nan
15699,2025 UFA,,1,1,nan
16158,2025 UFA,,1,1,nan
14207,2025 UFA,,1,1,nan
17357,2025 UFA,,1,1,nan
16624,2025 UFA,,1,1,nan
15110,2025 UFA,,1,1,nan
14161,2025 UFA,,1,1,nan
16923,2025 UFA,,1,1,nan
15824,2025 UFA,,1,1,nan
16858,2025 UFA,,1,1,nan
17242,2025 UFA,,1,1,nan
13260,2025 UFA,,1,1,nan
16327,2025 UFA,,1,1,nan
15289,2025 UFA,,1,1,nan
15492,2025 UFA,,1,1,nan
13427,2025 UFA,,1,1,nan
15010,2025 UFA,,1,1,nan
15841,2025 UFA,,1,1,nan
17202,2025 UFA,,1,1,nan
16120,2025 UFA,,1,1,nan
15242,2025 UFA,,1,1,nan
14870,2025 UFA,,1,1,nan
16589,2025 UFA,,1,1,nan
12645,2025 UFA,,1,1,nan
16949,2025 UFA,,1,1,nan
15332,2025 UFA,,1,1,nan
16361,2025 UFA,,1,1,nan
16664,2025 UFA,,1,1,nan
13115,2025 UFA,,1,1,nan
17327,2025 UFA,,1,1,nan
15379,2025 UFA,,1,1,nan
10976,2025 UFA,,1,1,nan
15359,2025 UFA,,1,1,nan
15458,2025 UFA,,1,1,nan
16160,2025 UFA,,1,1,nan
13965,2025 UFA,,1,1,nan
15803,2025 UFA,,1,1,nan
15995,2025 UFA,,1,1,nan
17408,2025 UFA,,1,1,nan
13669,2025 UFA,,1,1,nan
15376,2025 UFA,,1,1,nan
13930,2025 UFA,,1,1,nan
15893,2025 UFA,,1,1,nan
14675,2025 UFA,,1,1,nan
17296,2025 UFA,,1,1,nan
14925,2025 UFA,,1,1,nan
17308,2025 UFA,,1,1,nan
16961,2025 UFA,,1,1,nan
16743,2025 UFA,,1,1,nan
11807,2025 UFA,,1,1,nan
12317,2025 UFA,,1,1,nan
16678,2025 UFA,,1,1,nan
13793,2025 UFA,,1,1,nan
16356,2025 UFA,,1,1,nan
16386,2025 UFA,,1,1,nan
11723,2025 UFA,,1,1,nan
16527,2025 UFA,,1,1,nan
17332,2025 UFA,,1,1,nan
12680,2025 UFA,,1,1,nan
16176,2025 UFA,,1,1,nan
14810,2025 UFA,,1,1,nan
17347,2025 UFA,,1,1,nan
12762,2025 UFA,,1,1,nan
16003,2025 UFA,,1,1,nan
14967,2025 UFA,,1,1,nan
15996,2025 UFA,,1,1,nan
16447,2025 UFA,,1,1,nan
16821,2025 UFA,,1,1,nan
15668,2025 UFA,,1,1,nan
13306,2025 UFA,,1,1,nan
17180,2025 UFA,,1,1,nan
13258,2025 UFA,,1,1,nan
16621,2025 UFA,,1,1,nan
17353,2025 UFA,,1,1,nan
14948,2025 UFA,,1,1,nan
13416,2025 UFA,,1,1,nan
13747,2025 UFA,,1,1,nan
16954,2025 UFA,,1,1,nan
14950,2025 UFA,,1,1,nan
13711,2025 UFA,,1,1,nan
15285,2025 UFA,,1,1,nan
17162,2025 UFA,,1,1,nan
15443,2025 UFA,,1,1,nan
16304,2025 UFA,,1,1,nan
12744,2025 UFA,,1,1,nan
15042,2025 UFA,,1,1,nan
14971,2025 UFA,,1,1,nan
16864,2025 UFA,,1,1,nan
16760,2025 UFA,,1,1,nan
15900,2025 UFA,,1,1,nan
16792,2025 UFA,,1,1,nan
17392,2025 UFA,,1,1,nan
13211,2025 UFA,,1,1,nan
17192,2025 UFA,,1,1,nan
14992,2025 UFA,,1,1,nan
16803,2025 UFA,,1,1,nan
13113,2025 UFA,,1,1,nan
13776,2025 UFA,,1,1,nan
16774,2025 UFA,,1,1,nan
14269,2025 UFA,,1,1,nan
16893,2025 UFA,,1,1,nan
16446,2025 UFA,,1,1,nan
16766,2025 UFA,,1,1,nan
17354,2025 UFA,,1,1,nan
17011,2025 UFA,,1,1,nan
17088,2025 UFA,,1,1,nan
15347,2025 UFA,,1,1,nan
16634,2025 UFA,,1,1,nan
16052,2025 UFA,,1,1,nan
14549,2025 UFA,,1,1,nan
15151,2025 UFA,,1,1,nan
17089,2025 UFA,,1,1,nan
12610,2025 UFA,,1,1,nan
17177,2025 UFA,,1,1,nan
15109,2025 UFA,,1,1,nan
17232,2025 UFA,,1,1,nan
17401,2025 UFA,,1,1,nan
16839,2025 UFA,,1,1,nan
16516,2025 UFA,,1,1,nan
16871,2025 UFA,,1,1,nan
16452,2025 UFA,,1,1,nan
15589,2025 UFA,,1,1,nan
16822,2025 UFA,,1,1,nan
13762,2025 UFA,,1,1,nan
13598,2025 UFA,,1,1,nan
17084,2025 UFA,,1,1,nan
15714,2025 UFA,,1,1,nan
13760,2025 UFA,,1,1,nan
16940,2025 UFA,,1,1,nan
17404,2025 UFA,,1,1,nan
16633,2025 UFA,,1,1,nan
16312,2025 UFA,,1,1,nan
15563,2025 UFA,,1,1,nan
16648,2025 UFA,,1,1,nan
16811,2025 UFA,,1,1,nan
15528,2025 UFA,,1,1,nan
15454,2025 UFA,,1,1,nan
15585,2025 UFA,,1,1,nan
16860,2025 UFA,,1,1,nan
15886,2025 UFA,,1,1,nan
12979,2025 UFA,,1,1,nan
16895,2025 UFA,,1,1,nan
17386,2025 UFA,,1,1,nan
16630,2025 UFA,,1,1,nan
13139,2025 UFA,,1,1,nan
16793,2025 UFA,,1,1,nan
15559,2025 UFA,,1,1,nan
15885,2025 UFA,,1,1,nan
17359,2025 UFA,,1,1,nan
17396,2025 UFA,,1,1,nan
13253,2025 UFA,,1,1,nan
17273,2025 UFA,,1,1,nan
13154,2025 UFA,,1,1,nan
17164,2025 UFA,,1,1,nan
15857,2025 UFA,,1,1,nan
15286,2025 UFA,,1,1,nan
14076,2025 UFA,,1,1,nan
16375,2025 UFA,,1,1,nan
16367,2025 UFA,,1,1,nan
13652,2025 UFA,,1,1,nan
14017,2025 UFA,,1,1,nan
16625,2025 UFA,,1,1,nan
15422,2025 UFA,,1,1,nan
15239,2025 UFA,,1,1,nan
12608,2025 UFA,,1,1,nan
16967,2025 UFA,,1,1,nan
14267,2025 UFA,,1,1,nan
15816,2025 UFA,,1,1,nan
16762,2025 UFA,,1,1,nan
17366,2025 UFA,,1,1,nan
13296,2025 UFA,,1,1,nan
14227,2025 UFA,,1,1,nan
13266,2025 UFA,,1,1,nan
14984,2025 UFA,,1,1,nan
17250,2025 UFA,,1,1,nan
15035,2025 UFA,,1,1,nan
15906,2025 UFA,,1,1,nan
14947,2025 UFA,,1,1,nan
16913,2025 UFA,,1,1,nan
15865,2025 UFA,,1,1,nan
15840,2025 UFA,,1,1,nan
14379,2025 UFA,,1,1,nan
15792,2025 UFA,,1,1,nan
11228,2025 UFA,,1,1,nan
13846,2025 UFA,,1,1,nan
